EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
527593,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 11:59:00 PM,01/14/2020 03:17:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   65 STREET and EAST   66 STREET,  EAST   66 STREET between LEXINGTON AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   67 STREET and EAST   66 STREET,  EAST   67 STREET between PARK AVENUE and MADISON AVENUE,  ST JAMES PLACE between OLIVER STREET and PEARL STREET,  BOWERY between CANAL STREET and DOYER STREET,  CHATHAM SQUARE between DOYER STREET and MOTT STREET,  MOTT STREET between BAYARD STREET and CANAL STREET,  BAYARD STREET between MOTT STREET and BOWERY",Manhattan,"3, 8","19, 5",Television,Episodic series,United States of America,"10002, 10013, 10038, 10065"
527642,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 09:00:00 PM,01/14/2020 05:17:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","WINTHROP STREET between BROOKLYN AVENUE and NEW YORK AVENUE,  BROOKLYN AVENUE between HAWTHORNE STREET and WINTHROP STREET,  RUTLAND ROAD between BROOKLYN AVENUE and KINGSTON AVENUE,  ALBANY AVENUE between WINTHROP STREET and CLARKSON AVENUE",Brooklyn,9,71,Television,Episodic series,United States of America,11203
527390,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 10:00:00 PM,01/14/2020 09:59:27 AM,"Mayor's Office of Film, Theatre & Broadcasting","37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 35 STREET and 36 STREET",Queens,1,114,Television,Episodic series,United States of America,"11101, 11106"
527650,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 10:00:00 PM,01/14/2020 05:28:03 PM,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between COOPER AVENUE and DORAN AVENUE,Queens,5,104,Television,Episodic series,United States of America,11385
528523,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 11:59:00 PM,01/17/2020 03:53:23 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE between EAST   65 STREET and EAST   66 STREET,  ST JAMES PLACE between OLIVER STREET and PEARL STREET,  BOWERY between CANAL STREET and DOYER STREET,  CHATHAM SQUARE between DOYER STREET and MOTT STREET,  MOTT STREET between BAYARD STREET and CANAL STREET,  BAYARD STREET between MOTT STREET and BOWERY,  EAST   67 STREET between 5 AVENUE and MADISON AVENUE,  EAST   67 STREET between PARK AVENUE and MADISON AVENUE,  EAST   66 STREET between MADISON AVENUE and 5 AVENUE,  ST JAMES PL between PEARL STREET and AVENUE OF THE FINEST,  MADISON AVENUE between EAST   67 STREET and EAST   66 STREET,  EAST   66 STREET between LEXINGTON AVENUE and MADISON AVENUE",Manhattan,"3, 8","19, 5",Television,Episodic series,United States of America,"10002, 10013, 10038, 10065"
528396,Theater Load in and Load Outs,01/20/2020 06:00:00 AM,01/22/2020 05:00:00 AM,01/16/2020 06:37:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   51 STREET between 5 AVENUE and 6 AVENUE,  WEST   52 STREET between 5 AVENUE and 6 AVENUE",Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020, 10103"
527985,Shooting Permit,01/20/2020 06:00:00 AM,01/20/2020 11:00:00 PM,01/15/2020 02:01:47 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  CATON AVENUE between STRATFORD ROAD and MARLBOROUGH ROAD",Brooklyn,14,70,Television,Episodic series,United States of America,"11218, 11226"
527288,Shooting Permit,01/20/2020 07:00:00 AM,01/21/2020 01:00:00 AM,01/13/2020 06:48:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   37 STREET between 10 AVENUE and 8 AVENUE,  WEST   38 STREET between 10 AVENUE and 11 AVENUE,  WEST   37 STREET between 11 AVENUE and 10 AVENUE,  QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 ST between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Manhattan,"2, 4","10, 108, 14",Television,Episodic series,United States of America,"10018, 11101"
527930,Shooting Permit,01/20/2020 07:00:00 AM,01/20/2020 08:00:00 PM,01/15/2020 12:42:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
528505,Shooting Permit,01/20/2020 07:00:00 AM,01/20/2020 10:00:00 PM,01/17/2020 02:45:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","MAIDEN LANE between PEARL STREET and FRONT STREET,  CORTLANDT STREET between CHURCH STREET and BROADWAY,  LIBERTY STREET between CHURCH STREET and NASSAU STREET,  NASSAU STREET between LIBERTY STREET and CEDAR STREET,  JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END,  GREENPOINT AVENUE between WEST STREET and DEAD END",Manhattan,1,"1, 94",Television,Episodic series,United States of America,"10005, 10006, 10007, 10038, 11222"
527528,Shooting Permit,01/20/2020 07:00:00 AM,01/20/2020 09:00:00 PM,01/14/2020 01:24:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
527858,Shooting Permit,01/20/2020 07:00:00 AM,01/20/2020 09:00:00 PM,01/15/2020 10:43:21 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   36 STREET between MADISON AVENUE and 5 AVENUE,  WEST   36 STREET between 5 AVENUE and 6 AVENUE,  WEST   37 STREET between 5 AVENUE and 6 AVENUE",Manhattan,5,14,Television,Episodic series,United States of America,"10016, 10018"
528010,Shooting Permit,01/20/2020 07:00:00 AM,01/20/2020 09:00:00 PM,01/15/2020 02:37:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","ELIOT AVENUE between 71 STREET and 72 STREET,  72 STREET between ELIOT AVENUE and 60 AVENUE,  71 ST. between ELIOT AVENUE and DEAD END",Queens,5,104,Television,Episodic series,United States of America,"11378, 11379"
527296,Shooting Permit,01/20/2020 08:00:00 AM,01/20/2020 10:00:00 PM,01/13/2020 07:39:14 PM,"Mayor's Office of Film, Theatre & Broadcasting",W 47 STREET between 7TH AVENUE and 6TH AVENUE,Manhattan,5,"14, 18",Commercial,Commercial,United States of America,10036
528498,Shooting Permit,01/20/2020 09:00:00 AM,01/20/2020 11:59:00 PM,01/17/2020 02:27:02 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   41 STREET between FIFTH AVENUE and MADISON AVENUE,Manhattan,5,14,WEB,Not Applicable,United States of America,10017
527004,Shooting Permit,01/20/2020 06:00:00 PM,01/21/2020 02:00:00 AM,01/12/2020 07:40:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","DOYERS STREET between BOWERY and PELL STREET,  PELL STREET between BOWERY and MOTT STREET",Manhattan,3,5,Film,Short,United States of America,10013
526204,Theater Load in and Load Outs,01/21/2020 12:01:00 AM,01/21/2020 11:59:00 PM,01/08/2020 09:33:12 AM,"Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between WALKER STREET and LISPENARD STREET,  WALKER STREET between 6 AVENUE and CHURCH STREET,  CHURCH STREET between WALKER STREET and LISPENARD STREET",Manhattan,1,1,Theater,Theater,United States of America,10013
523851,Theater Load in and Load Outs,01/21/2020 12:01:00 AM,01/21/2020 11:59:00 PM,12/16/2019 03:11:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
525800,Theater Load in and Load Outs,01/21/2020 12:01:00 AM,01/22/2020 06:00:00 AM,01/06/2020 12:28:01 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020"
527986,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 11:00:00 PM,01/15/2020 02:02:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  CATON AVENUE between STRATFORD ROAD and MARLBOROUGH ROAD",Brooklyn,14,70,Television,Episodic series,United States of America,"11218, 11226"
528287,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 11:00:00 PM,01/16/2020 12:49:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","BELMONT AVENUE between SHEFFIELD AVENUE and GEORGIA AVENUE,  GEORGIA AVENUE between SUTTER AVENUE and BELMONT AVENUE,  AVENUE H between RUGBY ROAD and WESTMINSTER ROAD,  ARGYLE ROAD between AVENUE H and GLENWOOD ROAD,  CONEY ISLAND AVENUE between GLENWOOD ROAD and AVENUE H,  CONEY ISLAND AVENUE between GLENWOOD ROAD and AVENUE H,  AVENUE H between RUGBY ROAD and EAST   15 STREET",Brooklyn,"14, 5","70, 75",Television,Episodic series,United States of America,"11207, 11230"
523555,Theater Load in and Load Outs,01/21/2020 06:00:00 AM,02/03/2020 11:59:00 PM,12/13/2019 02:02:48 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   20 STREET between 8 AVENUE and 9 AVENUE,Manhattan,4,10,Theater,Theater,United States of America,10011
528395,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 08:00:00 PM,01/16/2020 06:36:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","CITY ISLAND AVENUE between PELL PLACE and MARINE STREET,  CITY ISLAND AVENUE between PELL PLACE and REYNOLD STREET",Bronx,10,45,Television,Episodic series,United States of America,10464
527391,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 10:00:00 PM,01/14/2020 09:59:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 35 STREET and 36 STREET",Queens,1,114,Television,Episodic series,United States of America,"11101, 11106"
528318,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 09:00:00 PM,01/16/2020 02:01:44 PM,"Mayor's Office of Film, Theatre & Broadcasting","ADAM CLAYTON POWELL BOULEVARD between WEST  115 STREET and WEST  111 STREET,  WEST  112 STREET between ADAM CLAYTON POWELL BOULEVARD and ST NICHOLAS AVENUE,  WEST  112 STREET between ADAM CLAYTON POWELL BOULEVARD and ST NICHOLAS AVENUE,  ST NICHOLAS AVENUE between WEST  114 STREET and WEST  113 STREET,  WEST 116TH STREET between ADAM CLAYTON POWELL BOULEVARD and LENOX AVENUE,  WEST  115 STREET between ST NICHOLAS AVENUE and LENOX AVENUE,  WEST  114 STREET between ST NICHOLAS AVENUE and LENOX AVENUE,  WEST  114 STREET between ST NICHOLAS AVENUE and LENOX AVENUE,  ST NICHOLAS AVENUE between WEST  116 STREET and WEST  115 STREET",Manhattan,10,28,Television,Episodic series,United States of America,10026
528258,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 11:59:00 PM,01/16/2020 11:27:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
527927,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 10:00:00 PM,01/15/2020 12:38:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between WEST  146 STREET and WEST  151 STREET,  BROADWAY between WEST  148 STREET and WEST  151 STREET,  WEST  150 STREET between SAINT NICHOLAS PLACE and EDGECOMBE AVENUE,  EDGECOMBE AVENUE between WEST 149 STREET and WEST 151 STREET,  EDGECOMBE AVENUE between WEST  145 STREET and WEST  150 STREET,  SAINT NICHOLAS PLACE between WEST 149 STREET and WEST 150 STREET,  BRADHURST AVENUE between WEST  145 STREET and WEST  152 STREET,  WEST 145 STREET between FREDRICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL JR BOULEVARD",Manhattan,"10, 9","30, 32",Television,Episodic series,United States of America,"10031, 10032, 10039"
527516,Shooting Permit,01/21/2020 06:00:00 AM,01/21/2020 07:00:00 PM,01/14/2020 01:09:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","11 STREET between 44 AVENUE and 44 DRIVE,  44 AVENUE between 11 STREET and 12 STREET,  44 ROAD between 10 STREET and 11 STREET,  44 ROAD between 11 STREET and 21 STREET",Queens,2,108,Television,Episodic series,United States of America,11101
528416,Shooting Permit,01/21/2020 06:30:00 AM,01/21/2020 10:00:00 PM,01/17/2020 08:15:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEBSTER AVENUE between EAST  233 STREET and EAST  235 STREET,  EAST  234 STREET between WEBSTER AVENUE and PETERS PLACE,  WEBSTER AVENUE between GUN HILL ROAD and EAST  233 STREET",Bronx,"12, 7","47, 52",Television,Episodic series,United States of America,"10467, 10470"
528346,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 09:00:00 PM,01/16/2020 03:03:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
528069,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 11:00:00 PM,01/15/2020 04:40:02 PM,"Mayor's Office of Film, Theatre & Broadcasting","JOHN STREET between SOUTH STREET and FRONT STREET,  WATER STREET between PINE STREET and MAIDEN LANE,  MAIDEN LANE between WATER STREET and FRONT STREET,  FRONT STREET between PINE STREET and MAIDEN LANE,  FRONT STREET between MAIDEN LANE and PINE STREET,  PINE STREET between NASSAU STREET and WILLIAM STREET,  WATER STREET between JOHN STREET and FLETCHER STREET,  MAIDEN LANE between WATER STREET and PEARL STREET,  PEARL STREET between CEDAR STREET and MAIDEN LANE,  WATER STREET between JOHN STREET and MAIDEN LANE,  JOHN STREET between PEARL STREET and WATER STREET",Manhattan,1,1,Television,Episodic series,United States of America,"10005, 10038"
527938,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 09:00:00 PM,01/15/2020 12:58:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  139 STREET between WALNUT AVENUE and LOCUST AVENUE,  WALNUT AVENUE between EAST  139 STREET and EAST  140 STREET,  EAST  140 STREET between WALNUT AVENUE and LOCUST AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
526365,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 10:00:00 PM,01/08/2020 04:59:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","Bulova Avenue between BOROUGH PLACE and Brooklyn Queens Expressway west,  BOROUGH PLACE between BULOVA AVENUE and 50 STREET,  50 STREET between BOROUGH PLACE and 25 AVENUE,  25 AVENUE between 50 STREET and 49 STREET,  25 AVENUE between 50 STREET and BROOKLYN QUEENS EXPRESSWAY WEST,  Brooklyn Queens Expressway W between 49th street and 25th ave",Queens,1,114,Television,Episodic series,United States of America,11377
528319,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 09:00:00 PM,01/16/2020 02:03:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   57 STREET between 6 AVENUE and 7 AVENUE,  WEST   58 STREET between 6 AVENUE and 7 AVENUE,  WEST   58 STREET between 6 AVENUE and 7 AVENUE,  7 AVENUE between WEST   57 STREET and WEST   58 STREET,  CENTRAL PARK SOUTH between 6 AVENUE and 7 AVENUE,  CENTRAL PARK SOUTH between 7 AVENUE and COLUMBUS CIRCLE",Manhattan,"5, 64","18, 22",Television,Episodic series,United States of America,10019
527809,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 10:00:00 PM,01/15/2020 09:43:56 AM,"Mayor's Office of Film, Theatre & Broadcasting","RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
527863,Shooting Permit,01/21/2020 07:00:00 AM,01/22/2020 01:00:00 AM,01/15/2020 10:51:59 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   37 STREET between 10 AVENUE and 11 AVENUE,  WEST   37 STREET between 8 AVENUE and 10 AVENUE,  WEST   38 STREET between 10 AVENUE and 11 AVENUE",Manhattan,4,"10, 14",Television,Cable-episodic,United States of America,10018
527835,Shooting Permit,01/21/2020 07:00:00 AM,01/22/2020 12:00:00 AM,01/15/2020 10:19:08 AM,"Mayor's Office of Film, Theatre & Broadcasting","7 AVENUE between WEST   52 STREET and WEST   49 STREET,  WEST   51 STREET between 7 AVENUE and 6 AVENUE,  WEST   52 STREET between BROADWAY and 6 AVENUE,  WEST   52 STREET between 7 AVENUE and 6 AVENUE",Manhattan,5,18,Television,Episodic series,United States of America,"10019, 10020"
528420,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 11:00:00 PM,01/17/2020 10:02:05 AM,"Mayor's Office of Film, Theatre & Broadcasting","COOPER AVENUE between 83 STREET and 84 STREET,  83 STREET between COOPER AVENUE and DORAN AVENUE",Queens,5,104,Television,Episodic series,United States of America,11385
527300,Shooting Permit,01/21/2020 07:00:00 AM,01/22/2020 01:00:00 AM,01/13/2020 08:04:50 PM,"Mayor's Office of Film, Theatre & Broadcasting",W  47TH STREET between 7TH AVENUE and 6TH AVENUE,Manhattan,"4, 5","14, 18",Commercial,Commercial,United States of America,"10019, 10036, 10105"
528291,Shooting Permit,01/21/2020 07:00:00 AM,01/21/2020 08:00:00 PM,01/16/2020 01:05:42 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   43 STREET between 2 AVENUE and 3 AVENUE,  EAST   44 STREET between 2 AVENUE and 3 AVENUE,  3 AVENUE between EAST   43 STREET and EAST   45 STREET,  EAST   44 STREET between LEXINGTON AVENUE and 3 AVENUE,  BROOME STREET between CROSBY STREET and LAFAYETTE STREET,  LAFAYETTE STREET between BROOME STREET and GRAND STREET,  CENTRE STREET between GRAND STREET and BROOME STREET,  BROOME STREET between LAFAYETTE STREET and CENTRE STREET,  BROOME STREET between MULBERRY STREET and CLEVELAND PLACE,  LAFAYETTE STREET between KENMARE STREET and BROOME STREET,  BOWERY between BROOME STREET and GRAND STREET",Manhattan,"2, 3, 6","17, 5",Television,Episodic series,United States of America,"10002, 10012, 10013, 10017"
528426,Shooting Permit,01/21/2020 07:30:00 AM,01/21/2020 09:30:00 PM,01/17/2020 10:24:03 AM,"Mayor's Office of Film, Theatre & Broadcasting",MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,Brooklyn,1,94,Television,Episodic series,United States of America,11222
528295,Shooting Permit,01/21/2020 08:00:00 AM,01/21/2020 10:00:00 PM,01/16/2020 01:18:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORTH   14 STREET between WYTHE AVENUE and NASSAU AVENUE,  BERRY STREET between NORTH   12 STREET and NORTH   14 STREET,  NASSAU AVENUE between NORTH   14 STREET and NORTH   15 STREET,  BANKER STREET between NORTH   15 STREET and NASSAU AVENUE,  NORTH   13 STREET between BERRY STREET and WYTHE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,"11222, 11249"
528325,Shooting Permit,01/21/2020 08:00:00 AM,01/22/2020 12:00:00 AM,01/16/2020 02:24:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST 30 STREET between 10 AVENUE and 11 AVENUE,  WEST   29 STREET between 10 AVENUE and 11 AVENUE,  WEST   27 STREET between 10 AVENUE and 11 AVENUE,  WEST   25 STREET between 9 AVENUE and 10 AVENUE,  11 AVENUE between WEST   29 STREET and WEST   30 STREET",Manhattan,4,10,Television,Made for TV/mini-series,United States of America,10001
528509,Shooting Permit,01/21/2020 10:00:00 AM,01/21/2020 10:00:00 PM,01/17/2020 02:55:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   41 STREET between FIFTH AVENUE and MADISON AVENUE,  FIFTH AVENUE between EAST   40 STREET and EAST   41 STREET",Manhattan,5,14,WEB,Not Applicable,United States of America,"10017, 10018"
524783,Theater Load in and Load Outs,01/21/2020 05:00:00 PM,01/25/2020 11:58:00 PM,12/26/2019 02:28:00 PM,"Mayor's Office of Film, Theatre & Broadcasting",AMSTERDAM AVENUE between WEST   62 STREET and WEST   65 STREET,Manhattan,7,20,Theater,Theater,United States of America,10023
523854,Theater Load in and Load Outs,01/22/2020 12:01:00 AM,01/22/2020 11:59:00 PM,12/16/2019 03:20:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET,  3 AVENUE between EAST   12 STREET and EAST   13 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
528795,Shooting Permit,01/22/2020 05:00:00 AM,01/22/2020 04:00:00 PM,01/20/2020 10:31:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   41 STREET between MADISON AVENUE and FIFTH AVENUE,  FIFTH AVENUE between EAST   41 STREET and EAST   40 STREET",Manhattan,5,14,WEB,Not Applicable,United States of America,"10017, 10018"
528271,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 11:59:00 PM,01/16/2020 12:05:00 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
527963,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 10:00:00 PM,01/15/2020 01:34:08 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAGLE STREET between FRANKLIN STREET and WEST STREET,  WEST STREET between FREEMAN STREET and EAGLE STREET,  FREEMAN STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528443,DCAS Prep/Shoot/Wrap Permit,01/22/2020 06:00:00 AM,01/22/2020 02:00:00 PM,01/17/2020 11:20:19 AM,"Mayor's Office of Film, Theatre & Broadcasting","READE STREET between LAFAYETTE STREET and ELK STREET,  CHAMBERS STREET between BROADWAY and ELK STREET,  LAFAYETTE STREET between DUANE STREET and READE STREET,  BROADWAY between CHAMBER STREET and DUANE STREET,  READE STREET between CHURCH STREET and BROADWAY,  CENTRE STREET between WORTH STREET and PEARL STREET,  SAINT ANDREWS PLAZA between CENTRE STREET and CARDINAL HAYES PLACE,  HAMILL PLACE between WORTH STREET and CENTRE STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,10007
528279,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 11:00:00 PM,01/16/2020 12:25:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","WESTMINSTER ROAD between ALBEMARLE ROAD and CHURCH AVENUE,  STRATFORD ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  CONEY ISLAND AVENUE between ALBEMARLE ROAD and BEVERLY ROAD",Brooklyn,"12, 14","66, 70",Television,Episodic series,United States of America,11218
527936,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 06:00:00 PM,01/15/2020 12:50:06 PM,"Mayor's Office of Film, Theatre & Broadcasting",5 AVENUE between EAST   54 STREET and EAST   55 STREET,Manhattan,5,18,Television,News,United States of America,"10019, 10022"
528777,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 09:00:00 PM,01/20/2020 06:41:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","EIGHTH AVENUE between WEST   20 STREET and WEST   21 STREET,  EIGHTH AVENUE between WEST   19 STREET and WEST   20 STREET,  WEST   19 STREET between 7 AVENUE and 8 AVENUE",Manhattan,4,10,Commercial,Commercial,United States of America,10011
528339,Shooting Permit,01/22/2020 06:00:00 AM,01/22/2020 10:00:00 PM,01/16/2020 02:46:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   28 STREET between MADISON AVENUE and PARK AVENUE SOUTH,  PARK AVENUE SOUTH between EAST   29 STREET and EAST   27 STREET,  EAST   27 STREET between 5 AVENUE and MADISON AVENUE",Manhattan,5,13,Television,Episodic series,United States of America,10016
528752,Rigging Permit,01/22/2020 06:00:00 AM,01/22/2020 08:00:00 PM,01/20/2020 03:48:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",37 STREET between 34 AVENUE and 35 AVENUE,Queens,"1, 2","1, 114",Television,Episodic series,United States of America,"10013, 11101, 11106"
528830,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 04:00:00 PM,01/21/2020 10:38:19 AM,"Mayor's Office of Film, Theatre & Broadcasting",PIKE STREET between MADISON STREET and MONROE STREET,Manhattan,3,"5, 7",WEB,Not Applicable,United States of America,10002
528446,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 10:00:00 PM,01/17/2020 11:23:57 AM,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END,  GREENPOINT AVENUE between WEST STREET and DEAD END",Brooklyn,1,94,Television,Episodic series,United States of America,11222
528436,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 10:00:00 PM,01/17/2020 10:52:11 AM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   79 STREET and EAST   77 STREET,  EAST   78 STREET between 5 AVENUE and PARK AVENUE,  MADISON AVENUE between EAST   79 STREET and EAST   78 STREET,  MADISON AVENUE between EAST   77 STREET and EAST   78 STREET,  NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Manhattan,"1, 64, 8","19, 22, 94",Television,Episodic series,United States of America,"10075, 11222"
528719,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 07:00:00 PM,01/20/2020 09:51:32 AM,"Mayor's Office of Film, Theatre & Broadcasting","HUNTER STREET between 43 AVENUE and 44 DRIVE,  44 DRIVE between HUNTER STREET and JACKSON AVENUE,  44 ROAD between CRESCENT STREET and 24 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
528489,Shooting Permit,01/22/2020 07:00:00 AM,01/22/2020 11:59:00 PM,01/17/2020 01:57:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  RUGBY ROAD between CHURCH AVENUE and ALBEMARLE ROAD,  BEVERLEY ROAD between CONEY ISLAND AVENUE and STRATFORD ROAD,  RUGBY ROAD between ALBEMARLE ROAD and BEVERLEY ROAD,  CATON AVENUE between STRATFORD ROAD and MARLBOROUGH ROAD",Brooklyn,14,70,Television,Episodic series,United States of America,"11218, 11226"
