EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
525881,Shooting Permit,01/08/2020 07:00:00 AM,01/08/2020 07:00:00 PM,01/06/2020 05:13:20 PM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
525844,Shooting Permit,01/08/2020 07:00:00 AM,01/08/2020 11:00:00 PM,01/06/2020 03:00:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","2 AVENUE between EAST   17 STREET and EAST   15 STREET,  EAST   17 STREET between 1 AVENUE and 2 AVENUE,  EAST   18 STREET between 1 AVENUE and 2 AVENUE,  EAST   15 STREET between 3 AVENUE and IRVING PLACE,  IRVING PLACE between EAST   15 STREET and EAST   16 STREET,  3 AVENUE between EAST   16 STREET and EAST   17 STREET,  EAST   17 STREET between IRVING PLACE and RUTHERFORD PLACE",Manhattan,"5, 6",13,Television,Episodic series,United States of America,10003
524489,Shooting Permit,01/08/2020 07:00:00 AM,01/08/2020 09:00:00 PM,12/20/2019 01:21:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","WINTHROP STREET between BROOKLYN AVENUE and KINGSTON AVENUE,  WINTHROP STREET between NEW YORK AVENUE and KINGSTON AVENUE,  RUTLAND ROAD between BROOKLYN AVENUE and KINGSTON AVENUE,  ALBANY AVENUE between CLARKSON AVENUE and WINTHROP STREET",Brooklyn,9,71,Television,Episodic series,United States of America,11203
525822,Shooting Permit,01/08/2020 07:30:00 AM,01/08/2020 09:30:00 PM,01/06/2020 01:32:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT ST between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between ELDERT STREET and COVERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
524189,Shooting Permit,01/08/2020 08:00:00 AM,01/08/2020 11:00:00 PM,12/18/2019 03:15:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between LAUREL HILL BOULEVARD and 37 STREET,  LAUREL HILL BOULEVARD between 56 ROAD and REVIEW AVENUE",Queens,2,108,Television,Episodic series,United States of America,"11101, 11378"
525458,Shooting Permit,01/08/2020 08:00:00 AM,01/08/2020 10:00:00 PM,01/03/2020 09:29:58 AM,"Mayor's Office of Film, Theatre & Broadcasting","GRAND STREET between MORGAN AVENUE and VANDERVOORT AVENUE,  DEVOE STREET between CATHERINE STREET and MORGAN AVENUE,  METROPOLITAN AVENUE between MORGAN AVENUE and VANDERVOORT AVENUE",Brooklyn,1,90,Television,Episodic series,United States of America,11211
525551,Shooting Permit,01/08/2020 09:00:00 AM,01/08/2020 11:00:00 PM,01/03/2020 02:40:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEBSTER AVENUE between EAST  233 STREET and EAST  234 STREET,  WEBSTER AVENUE between EAST  234 STREET and EAST  236 STREET,  WEBSTER AVENUE between EAST  233 STREET and GUN HILL ROAD",Bronx,"12, 7","47, 52",Television,Episodic series,United States of America,"10467, 10470"
524507,Shooting Permit,01/08/2020 09:00:00 AM,01/08/2020 11:59:00 PM,12/20/2019 02:34:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","MARCUS GARVEY BOULEVARD between MONROE STREET and MADISON STREET,  MADISON STREET between THROOP AVENUE and LEWIS AVENUE,  PUTNAM AVENUE between THROOP AVENUE and MARCUS GARVEY BOULEVARD,  MARCUS GARVEY BOULEVARD between PUTNAM AVENUE and JEFFERSON AVENUE,  STUYVESANT AVENUE between DECATUR STREET and BAINBRIDGE STREET,  DECATUR STREET between STUYVESANT AVENUE and MALCOLM X BOULEVARD,  BAINBRIDGE STREET between STUYVESANT AVENUE and MALCOLM X BOULEVARD,  CHAUNCEY STREET between LEWIS AVENUE and STUYVESANT AVENUE,  FULTON STREET between UTICA AVENUE and SCHENECTADY AVENUE,  DECATUR STREET between LEWIS AVENUE and STUYVESANT AVENUE",Brooklyn,"16, 2, 3, 5","73, 75, 79, 81, 84",Television,Episodic series,United States of America,"11201, 11207, 11208, 11213, 11221, 11233"
523831,Theater Load in and Load Outs,01/09/2020 12:01:00 AM,01/09/2020 11:59:00 PM,12/16/2019 02:40:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
525295,Shooting Permit,01/09/2020 06:00:00 AM,01/10/2020 12:00:00 AM,01/02/2020 10:24:25 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST  126 STREET between FREDERICK DOUGLAS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Manhattan,10,28,WEB,Not Applicable,United States of America,10027
525803,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 11:59:00 PM,01/06/2020 12:40:11 PM,"Mayor's Office of Film, Theatre & Broadcasting",MADISON AVENUE between EAST   76 STREET and EAST   77 STREET,Manhattan,8,19,Documentary,Not Applicable,United States of America,"10021, 10075"
525828,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 08:00:00 PM,01/06/2020 02:06:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","37 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 35 STREET and 36 STREET",Queens,1,"114, 90",Television,Episodic series,United States of America,"11101, 11106, 11211"
524472,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 11:00:00 PM,12/20/2019 12:50:06 PM,"Mayor's Office of Film, Theatre & Broadcasting","43 AVENUE between 22 STREET and 21 STREET,  21ST ST between 43 AVENUE and QUEENS PLAZA S,  22ND ST between 43 AVE and QUEENS PLAZA S",Queens,2,108,Television,Episodic series,United States of America,11101
524882,DCAS Prep/Shoot/Wrap Permit,01/09/2020 06:00:00 AM,01/09/2020 07:00:00 PM,12/27/2019 05:10:13 PM,"Mayor's Office of Film, Theatre & Broadcasting",READE STREET between ELK STREET and CENTRE STREET,Manhattan,1,5,WEB,Not Applicable,United States of America,10007
524538,Shooting Permit,01/09/2020 06:00:00 AM,01/10/2020 02:00:00 AM,12/20/2019 04:18:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","FORT WASHINGTON AVENUE between WEST  178 STREET and WEST  174 STREET,  FORT WASHINGTON AVENUE between WEST  177 STREET and WEST  175 STREET,  WEST  176 STREET between FORT WASHINGTON AVENUE and BROADWAY,  WEST  176 STREET between BROADWAY and WADSWORTH AVENUE,  WADSWORTH AVENUE between WEST  176 STREET and WEST  175 STREET,  BROADWAY between WEST  176 STREET and WEST  175 STREET,  BROADWAY between WEST  176 STREET and WEST  175 STREET",Manhattan,12,33,Television,Episodic series,United States of America,10033
525001,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 10:00:00 PM,12/30/2019 12:39:05 PM,"Mayor's Office of Film, Theatre & Broadcasting","AVENUE A between EAST   10 STREET and EAST    7 STREET,  ST MARKS PLACE between 1 AVENUE and AVENUE A,  EAST    2 STREET between 1 AVENUE and AVENUE A,  AVENUE A between EAST    4 STREET and EAST HOUSTON STREET",Manhattan,3,9,Television,Made for TV/mini-series,United States of America,10009
526229,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 06:00:00 PM,01/08/2020 11:18:31 AM,"Mayor's Office of Film, Theatre & Broadcasting",44 STREET between 1 AVENUE and 2 AVENUE,Brooklyn,7,72,Commercial,Promo,United States of America,11232
525561,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 08:45:00 PM,01/03/2020 03:17:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","COLUMBIA STREET between DEAD END and SIGOURNEY STREET,  5 AVENUE between 15 STREET and PROSPECT AVENUE,  16 STREET between 4 AVENUE and 5 AVENUE,  16 STREET between 5 AVENUE and 6 AVENUE,  15 STREET between 5 AVENUE and 6 AVENUE,  14 STREET between 5 AVENUE and 6 AVENUE,  5 AVENUE between 14 STREET and 15 STREET",Brooklyn,"6, 7","72, 76, 78",Television,Episodic series,United States of America,"11215, 11231"
525783,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 10:00:00 PM,01/06/2020 11:51:35 AM,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between COOPER AVENUE and DORAN AVENUE,Queens,5,104,Television,Episodic series,United States of America,11385
525932,Shooting Permit,01/09/2020 06:00:00 AM,01/09/2020 10:00:00 PM,01/07/2020 08:16:14 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   20 STREET between 11 AVENUE and 10 AVENUE,Manhattan,4,10,Television,Episodic series,United States of America,10011
525949,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 07:00:00 PM,01/07/2020 09:59:23 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  CALYER STREET between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
524259,Shooting Permit,01/09/2020 07:00:00 AM,01/10/2020 12:00:00 AM,12/19/2019 10:07:09 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 ST between QUEENS PLAZA SOUTH and 43 AVENUE,  43 AVENUE between 21 STREET and 22 STREET,  21 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
524532,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 11:00:00 PM,12/20/2019 04:12:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","CYPRESS AVENUE between CORNELIA STREET and PALMETTO STREET,  MYRTLE AVENUE between SENECA AVENUE and CYPRESS AVENUE,  CATALPA AVENUE between SENECA AVENUE and ONDERDONK AVENUE",Queens,5,104,Television,Episodic series,United States of America,11385
524536,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 11:00:00 PM,12/20/2019 04:18:16 PM,"Mayor's Office of Film, Theatre & Broadcasting","COURT STREET between BUTLER STREET and 1 PLACE,  UNION STREET between GOWANUS CANAL SHORELINE and 3 AVENUE,  NEVINS STREET between DEGRAW STREET and UNION STREET,  SACKETT STREET between NEVINS STREET and 3 AVENUE,  3 AVENUE between SACKETT STREET and DEGRAW STREET,  COURT STREET between PRESIDENT STREET and CARROLL STREET,  CLINTON STREET between PRESIDENT STREET and CARROLL STREET,  CARROLL STREET between CLINTON STREET and COURT STREET,  UNION STREET between BOND STREET and GOWANUS CANAL SHORELINE",Brooklyn,6,"76, 78",Television,Episodic series,United States of America,"11215, 11217, 11231"
525548,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 10:00:00 PM,01/03/2020 02:37:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   68 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  WEST   67 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,  WEST   67 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  CENTRAL PARK WEST between WEST   68 STREET and WEST   66 STREET,  WEST   58 STREET between 11 AVENUE and 12 AVENUE,  WEST   58 STREET between 11 AVENUE and 10 AVENUE,  West End Ave between WEST   60 STREET and W 58th St,  WEST   59 STREET between WEST END AVENUE and AMSTERDAM AVENUE",Manhattan,"4, 64, 7","18, 20, 22",Television,Episodic series,United States of America,"10019, 10023"
525768,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 07:00:00 PM,01/06/2020 10:53:26 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
526119,Shooting Permit,01/09/2020 07:00:00 AM,01/09/2020 11:00:00 PM,01/07/2020 04:43:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   47 STREET between 2 AVENUE and 3 AVENUE,  EAST   47 STREET between LEXINGTON AVENUE and THIRD AVENUE,  THIRD AVENUE between EAST   46 STREET and EAST   47 STREET,  LEXINGTON AVENUE between EAST   46 STREET and EAST   47 STREET,  EAST   47 STREET between LEXINGTON AVENUE and PARK AVENUE,  EAST   48 STREET between LEXINGTON AVENUE and THIRD AVENUE,  EAST   48 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   49 STREET between LEXINGTON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   48 STREET and EAST   49 STREET",Manhattan,"5, 6","17, 18",Television,Episodic series,United States of America,"10017, 10171"
525863,Shooting Permit,01/09/2020 07:30:00 AM,01/09/2020 10:30:00 PM,01/06/2020 03:40:51 PM,"Mayor's Office of Film, Theatre & Broadcasting","BROADWAY between MURRAY STREET and WARREN STREET,  BROADWAY between WARREN STREET and CHAMBERS STREET,  READE STREET between CENTRE STREET and ELK STREET,  READE STREET between ELK STREET and BROADWAY,  CHAMBERS STREET between CENTRE STREET and ELK STREET,  CHAMBERS STREET between ELK STREET and BROADWAY,  BROADWAY between CHAMBERS STREET and DUANE STREET,  CHURCH STREET between DUANE STREET and CHAMBERS STREET,  READE STREET between BROADWAY and CHURCH STREET,  READE STREET between BROADWAY and CHURCH STREET",Manhattan,1,"1, 5",Television,Episodic series,United States of America,"10007, 10013"
525874,Shooting Permit,01/09/2020 08:00:00 AM,01/09/2020 11:30:00 PM,01/06/2020 04:42:28 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST HOUSTON STREET between SULLIVAN STREET and THOMPSON STREET,Manhattan,2,"1, 6",Television,Episodic series,United States of America,10012
526077,Shooting Permit,01/09/2020 08:00:00 AM,01/09/2020 11:59:00 PM,01/07/2020 02:50:17 PM,"Mayor's Office of Film, Theatre & Broadcasting","SHORE BOULEVARD between DITMARS BOULEVARD and ASTORIA PARK SOUTH,  LAUREL HILL BOULEVARD between REVIEW AVENUE and 56 ROAD,  REVIEW AVENUE between 37 STREET and LAUREL HILL BOULEVARD",Queens,"1, 2","108, 114",Television,Episodic series,United States of America,"11101, 11105, 11378"
525829,Shooting Permit,01/09/2020 08:00:00 AM,01/09/2020 10:00:00 PM,01/06/2020 02:07:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","NORMAN AVENUE between KINGSLAND AVENUE and SUTTON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE,  CALYER STREET between JEWEL STREET and HUMBOLDT STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MOULTRIE STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between JEWEL STREET and MOULTRIE STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
525998,Shooting Permit,01/09/2020 09:00:00 AM,01/09/2020 11:59:00 PM,01/07/2020 11:59:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  RUSSELL STREET between GREENPOINT AVENUE and CALYER STREET,  NORTH HENRY STREET between GREENPOINT AVENUE and MESEROLE AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
525871,Shooting Permit,01/09/2020 10:00:00 AM,01/10/2020 12:00:00 AM,01/06/2020 04:21:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","STUYVESANT AVENUE between DECATUR STREET and BAINBRIDGE STREET,  DECATUR STREET between STUYVESANT AVENUE and MALCOLM X BOULEVARD,  CHAUNCEY STREET between LEWIS AVENUE and STUYVESANT AVENUE,  FULTON ST between UTICA AVENUE and SCHENECTADY AVENUE,  DECATUR STREET between LEWIS AVENUE and STUYVESANT AVENUE",Brooklyn,3,81,Television,Episodic series,United States of America,"11213, 11233"
524528,Shooting Permit,01/09/2020 10:00:00 AM,01/10/2020 12:00:00 PM,12/20/2019 04:00:26 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   74 STREET and EAST   72 STREET,  WEST   48 STREET between 8 AVENUE and BROADWAY,  EAST   73 STREET between MADISON AVENUE and PARK AVENUE,  WEST   47 STREET between 9 AVENUE and 8 AVENUE,  8 AVENUE between WEST   48 STREET and WEST   47 STREET,  WEST   45 STREET between 9 AVENUE and 8 AVENUE,  WEST   45 STREET between 9 AVENUE and 8 AVENUE,  WEST   47 STREET between 8 AVENUE and BROADWAY,  WEST   46 STREET between 7 AVENUE and 8 AVENUE",Manhattan,"4, 5, 64, 8","14, 18, 19, 22",Television,Episodic series,United States of America,"10021, 10023, 10036"
526043,Shooting Permit,01/09/2020 10:00:00 AM,01/09/2020 11:30:00 PM,01/07/2020 01:57:37 PM,"Mayor's Office of Film, Theatre & Broadcasting","LAUREL HILL BOULEVARD between REVIEW AVENUE and 56 ROAD,  REVIEW AVENUE between 37 STREET and LAUREL HILL BOULEVARD,  RAILROAD AVENUE between DEAD END and GREENPOINT AVE,  GREENPOINT AVENUE between REVIEW AVENUE and RAILROAD AVENUE",Queens,2,108,Television,Episodic series,United States of America,"11101, 11378"
525798,Shooting Permit,01/09/2020 11:00:00 AM,01/09/2020 11:30:00 PM,01/06/2020 12:21:44 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   43 STREET between 9 AVENUE and 10 AVENUE,Manhattan,4,"10, 18",Theater,Theater,United States of America,10036
524781,Theater Load in and Load Outs,01/09/2020 05:00:00 PM,01/17/2020 11:58:00 PM,12/26/2019 02:24:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",AMSTERDAM AVENUE between WEST   62 STREET and WEST   65 STREET,Manhattan,7,20,Theater,Theater,United States of America,10023
523835,Theater Load in and Load Outs,01/10/2020 12:01:00 AM,01/11/2020 11:59:00 PM,12/16/2019 02:44:53 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   11 STREET between 3 AVENUE and 4 AVENUE,  3 AVENUE between EAST   11 STREET and EAST   12 STREET,  3 AVENUE between EAST   12 STREET and EAST   13 STREET",Manhattan,"11, 3","23, 9",Theater,Theater,United States of America,"10003, 10029"
526583,Shooting Permit,01/10/2020 04:00:00 AM,01/10/2020 10:00:00 AM,01/09/2020 02:43:59 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   47 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,Cable-daily,United States of America,10036
525859,Shooting Permit,01/10/2020 06:00:00 AM,01/10/2020 10:00:00 PM,01/06/2020 03:33:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","MYRTLE AVENUE between WOODHAVEN BOULEVARD and PARK LANE SOUTH,  86 AVENUE between 112 STREET and 111 STREET",Queens,"5, 6, 82, 9","102, 75",Television,Episodic series,United States of America,"11375, 11385, 11415, 11418, 11421"
525787,Shooting Permit,01/10/2020 06:00:00 AM,01/10/2020 10:00:00 PM,01/06/2020 11:54:29 AM,"Mayor's Office of Film, Theatre & Broadcasting",83 STREET between DORAN AVENUE and COOPER AVENUE,Queens,5,104,Television,Episodic series,United States of America,11385
526340,Shooting Permit,01/10/2020 06:00:00 AM,01/10/2020 10:00:00 PM,01/08/2020 03:39:20 PM,"Mayor's Office of Film, Theatre & Broadcasting",COOPER AVENUE between 83 STREET and 84 STREET,Queens,5,104,Television,Episodic series,United States of America,11385
525786,Shooting Permit,01/10/2020 06:00:00 AM,01/10/2020 10:00:00 PM,01/06/2020 11:53:43 AM,"Mayor's Office of Film, Theatre & Broadcasting","FLUSHING AVENUE between SPENCER STREET and WALWORTH STREET,  FLUSHING AVENUE between SPENCER STREET and BEDFORD AVENUE",Brooklyn,"1, 3","79, 90",WEB,Not Applicable,United States of America,11205
526041,Shooting Permit,01/10/2020 06:00:00 AM,01/10/2020 10:00:00 PM,01/07/2020 01:57:21 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   45 STREET between 7 AVENUE and 6 AVENUE,  WEST   44 STREET between BROADWAY and 5 AVENUE,  WEST   39 STREET between BROADWAY and 5 AVENUE",Manhattan,5,"14, 18",Television,Made for TV/mini-series,United States of America,"10018, 10036"
